"AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted","AAPL.Date","Company.Name"
3.2625,3.28,3.252143,3.267143,488916400,2.805223,"2007-03-20","APPLE"
3.285357,3.357143,3.273214,3.3525,686896000,2.878511,"2007-03-21","APPLE"
3.3475,3.37,3.321429,3.355714,561492400,2.881271,"2007-03-22","APPLE"
3.333929,3.359643,3.332143,3.34,450884000,2.867779,"2007-03-23","APPLE"
3.356786,3.425,3.332143,3.423214,864987200,2.939227,"2007-03-26","APPLE"
3.418214,3.458214,3.392857,3.409286,932052800,2.927268,"2007-03-27","APPLE"
3.388571,3.407143,3.326786,3.33,942337200,2.859193,"2007-03-28","APPLE"
3.363929,3.363929,3.293929,3.348214,725723600,2.874831,"2007-03-29","APPLE"
3.367143,3.381429,3.3125,3.318214,600558000,2.849073,"2007-03-30","APPLE"
3.362143,3.366071,3.322143,3.344643,501992400,2.871766,"2007-04-02","APPLE"
3.362143,3.401071,3.348571,3.375,583934400,2.89783,"2007-04-03","APPLE"
3.390714,3.397857,3.361786,3.366786,476784000,2.890778,"2007-04-04","APPLE"
3.361429,3.381429,3.34,3.381429,355516000,2.903351,"2007-04-05","APPLE"
3.400357,3.403571,3.322857,3.344643,413341600,2.871766,"2007-04-09","APPLE"
3.345357,3.366429,3.336071,3.366071,352466800,2.890164,"2007-04-10","APPLE"
3.353571,3.355357,3.2975,3.306786,549018400,2.83926,"2007-04-11","APPLE"
3.287143,3.296786,3.24,3.2925,656675600,2.826994,"2007-04-12","APPLE"
3.246429,3.264286,3.216429,3.222857,719941600,2.767198,"2007-04-13","APPLE"
3.234643,3.267857,3.223214,3.265357,609033600,2.80369,"2007-04-16","APPLE"
3.285714,3.296429,3.203571,3.226786,751920400,2.770571,"2007-04-17","APPLE"
3.22,3.244643,3.2,3.228571,464044000,2.772103,"2007-04-18","APPLE"
3.221071,3.258929,3.208214,3.223929,425913600,2.768118,"2007-04-19","APPLE"
3.246071,3.256429,3.233929,3.248929,522779600,2.789583,"2007-04-20","APPLE"
3.271071,3.35,3.265,3.339643,780290000,2.867472,"2007-04-23","APPLE"
3.355714,3.4425,3.260714,3.33,1055252800,2.859193,"2007-04-24","APPLE"
3.365357,3.407143,3.35,3.405357,1187144000,2.923895,"2007-04-25","APPLE"
3.627857,3.660714,3.510714,3.53,1737778000,3.030916,"2007-04-26","APPLE"
3.506429,3.569643,3.488929,3.568571,699403600,3.064034,"2007-04-27","APPLE"
3.574643,3.607143,3.559643,3.564286,616509600,3.060354,"2007-04-30","APPLE"
3.556786,3.583929,3.519643,3.5525,532523600,3.050235,"2007-05-01","APPLE"
3.558929,3.590714,3.5525,3.585357,505145200,3.078447,"2007-05-02","APPLE"
3.5975,3.623214,3.571786,3.585714,576077600,3.078753,"2007-05-03","APPLE"
3.6,3.628571,3.589286,3.600357,381987200,3.091326,"2007-05-04","APPLE"
3.61,3.726786,3.6075,3.711429,861557200,3.186694,"2007-05-07","APPLE"
3.695357,3.755357,3.693571,3.752143,783997200,3.221652,"2007-05-08","APPLE"
3.746786,3.82,3.746071,3.817143,717757600,3.277461,"2007-05-09","APPLE"
3.808214,3.887143,3.782857,3.833571,1197257600,3.291567,"2007-05-10","APPLE"
3.847857,3.8975,3.813571,3.883571,653696400,3.334497,"2007-05-11","APPLE"
3.915,3.928571,3.866071,3.905714,651946400,3.35351,"2007-05-14","APPLE"
3.913214,3.935714,3.802857,3.84,954514400,3.297087,"2007-05-15","APPLE"
3.876071,3.886786,3.693571,3.833571,1126767600,3.291567,"2007-05-16","APPLE"
3.826786,3.923929,3.826786,3.908571,735291200,3.355964,"2007-05-17","APPLE"
3.936786,3.951429,3.920357,3.929286,621345200,3.373749,"2007-05-18","APPLE"
3.939643,4.016071,3.930357,3.999286,639892400,3.433852,"2007-05-21","APPLE"
4.0175,4.0625,4.000357,4.055,572409600,3.481689,"2007-05-22","APPLE"
4.072143,4.107143,4.021071,4.031786,911374800,3.461758,"2007-05-23","APPLE"
4.028929,4.087857,3.941786,3.953214,887362000,3.394295,"2007-05-24","APPLE"
4,4.063571,3.982143,4.057857,632959600,3.484143,"2007-05-25","APPLE"
4.0875,4.102143,4.024643,4.083929,645694000,3.506529,"2007-05-29","APPLE"
4.082143,4.245714,4.054643,4.241786,1478444800,3.642067,"2007-05-30","APPLE"
4.288214,4.363214,4.269286,4.328214,1297066400,3.716276,"2007-05-31","APPLE"
4.325,4.328214,4.224643,4.228571,885262000,3.63072,"2007-06-01","APPLE"
4.236786,4.3475,4.210714,4.333214,886673200,3.720568,"2007-06-04","APPLE"
4.336071,4.381786,4.303571,4.381071,920785600,3.76166,"2007-06-05","APPLE"
4.367857,4.430357,4.355357,4.415714,1112241200,3.791405,"2007-06-06","APPLE"
4.463929,4.5575,4.399643,4.431071,1915079600,3.80459,"2007-06-07","APPLE"
4.493571,4.493929,4.3675,4.446071,1241682400,3.817468,"2007-06-08","APPLE"
4.5,4.505357,4.269286,4.2925,1874258400,3.68561,"2007-06-11","APPLE"
4.2625,4.346786,4.225357,4.299286,1426566400,3.691437,"2007-06-12","APPLE"
4.326786,4.328214,4.121429,4.196429,1721353200,3.603123,"2007-06-13","APPLE"
4.185714,4.266071,4.157857,4.241071,973266000,3.641453,"2007-06-14","APPLE"
4.307857,4.309643,4.280714,4.303571,811218800,3.695117,"2007-06-15","APPLE"
4.402857,4.470714,4.376429,4.4675,910604800,3.835869,"2007-06-18","APPLE"
4.453214,4.464643,4.389643,4.416429,943026000,3.792018,"2007-06-19","APPLE"
4.423929,4.452143,4.339286,4.341071,897512000,3.727316,"2007-06-20","APPLE"
4.346429,4.438929,4.311429,4.425,867045200,3.799378,"2007-06-21","APPLE"
4.423214,4.444643,4.370714,4.392857,631876000,3.77178,"2007-06-22","APPLE"
4.435357,4.4675,4.323571,4.369286,965403600,3.751541,"2007-06-25","APPLE"
4.427857,4.428571,4.24,4.273214,1345005200,3.669053,"2007-06-26","APPLE"
4.3075,4.358571,4.259286,4.353214,974696800,3.737742,"2007-06-27","APPLE"
4.37,4.374643,4.285714,4.305714,838143600,3.696956,"2007-06-28","APPLE"
4.356071,4.428571,4.324643,4.358571,1137841600,3.742341,"2007-06-29","APPLE"
4.323214,4.360357,4.260714,4.330714,994862400,3.718422,"2007-07-02","APPLE"
4.357143,4.55,4.339286,4.541786,1162481600,3.899652,"2007-07-03","APPLE"
4.6,4.748929,4.596071,4.741071,1453051600,4.070761,"2007-07-05","APPLE"
4.754643,4.762143,4.657143,4.725,874694800,4.056961,"2007-07-06","APPLE"
4.727857,4.746429,4.613571,4.654643,995820000,3.996554,"2007-07-09","APPLE"
4.602857,4.803571,4.600357,4.726786,1255007600,4.058496,"2007-07-10","APPLE"
4.716786,4.775,4.689643,4.728214,821772000,4.059722,"2007-07-11","APPLE"
4.780357,4.794286,4.728214,4.788214,704608800,4.11124,"2007-07-12","APPLE"
4.8225,4.923214,4.804286,4.918929,907606000,4.223473,"2007-07-13","APPLE"
4.9425,4.999286,4.910714,4.932143,936112800,4.234818,"2007-07-16","APPLE"
4.939286,4.985714,4.910714,4.961071,709959600,4.259656,"2007-07-17","APPLE"
4.935357,4.944286,4.858571,4.932857,756856800,4.235431,"2007-07-18","APPLE"
5.010714,5.028929,4.9875,5,732891600,4.293083,"2007-07-19","APPLE"
5.058929,5.149286,5,5.133929,1167773600,4.408075,"2007-07-20","APPLE"
5.118214,5.186429,5.033214,5.132143,1036490000,4.406543,"2007-07-23","APPLE"
4.96,5.035714,4.791071,4.8175,1795292800,4.136386,"2007-07-24","APPLE"
4.905357,4.941429,4.821429,4.902143,1496182800,4.209059,"2007-07-25","APPLE"
5.211071,5.303571,4.891429,5.214286,2186629200,4.477071,"2007-07-26","APPLE"
5.221071,5.318571,5.135,5.1375,1161098400,4.41114,"2007-07-27","APPLE"
5.154643,5.194643,4.984643,5.051071,1106988400,4.336932,"2007-07-30","APPLE"
5.106071,5.124286,4.697143,4.705714,1762392800,4.040403,"2007-07-31","APPLE"
4.772857,4.835,4.563214,4.821429,1750156800,4.139758,"2007-08-01","APPLE"
4.880357,4.891429,4.791071,4.874643,852644800,4.185448,"2007-08-02","APPLE"
4.830714,4.855357,4.696429,4.708929,679187600,4.043165,"2007-08-03","APPLE"
4.746429,4.831071,4.582143,4.830357,925170400,4.147426,"2007-08-06","APPLE"
4.819286,4.901429,4.736786,4.8225,949936400,4.140677,"2007-08-07","APPLE"
4.884286,4.887857,4.714286,4.786071,808096800,4.109399,"2007-08-08","APPLE"
4.6825,4.75,4.4675,4.513929,1125395600,3.875734,"2007-08-09","APPLE"
4.397143,4.5625,4.296429,4.464286,1410749200,3.83311,"2007-08-10","APPLE"
4.582857,4.619643,4.517857,4.563929,752911600,3.918665,"2007-08-13","APPLE"
4.581786,4.582143,4.418214,4.429643,739006800,3.803364,"2007-08-14","APPLE"
4.383571,4.459286,4.273214,4.282143,992852000,3.676719,"2007-08-15","APPLE"
4.178929,4.232143,3.986429,4.180357,1866690000,3.589324,"2007-08-16","APPLE"
4.3575,4.410714,4.279286,4.359286,1195062400,3.742955,"2007-08-17","APPLE"
4.427143,4.446429,4.303571,4.365,803317200,3.74786,"2007-08-20","APPLE"
4.364643,4.605714,4.321429,4.556071,1303047200,3.911917,"2007-08-21","APPLE"
4.686429,4.741071,4.654643,4.7325,1061765600,4.063401,"2007-08-22","APPLE"
4.753214,4.762143,4.634286,4.681071,866838000,4.019244,"2007-08-23","APPLE"
4.661786,4.834643,4.636071,4.832143,911834000,4.148957,"2007-08-24","APPLE"
4.763929,4.809286,4.717857,4.723214,707439600,4.05543,"2007-08-27","APPLE"
4.678214,4.728929,4.5225,4.529286,1179365600,3.888918,"2007-08-28","APPLE"
4.638571,4.792143,4.626429,4.788571,1166860800,4.111547,"2007-08-29","APPLE"
4.738214,4.9375,4.725,4.866071,1435582400,4.178088,"2007-08-30","APPLE"
4.981786,4.9875,4.9075,4.945714,876887200,4.24647,"2007-08-31","APPLE"
4.997857,5.204643,4.994286,5.148571,1316842800,4.420648,"2007-09-04","APPLE"
5.1775,5.208571,4.860714,4.884286,2328222400,4.193729,"2007-09-05","APPLE"
4.841429,4.913214,4.739643,4.821786,1901261600,4.140064,"2007-09-06","APPLE"
4.714643,4.725,4.642857,4.706071,1430576000,4.040709,"2007-09-07","APPLE"
4.8925,4.93,4.783929,4.8825,1487838800,4.192194,"2007-09-10","APPLE"
4.925,4.939286,4.776786,4.838929,971885600,4.154784,"2007-09-11","APPLE"
4.856786,4.978571,4.848214,4.8875,1022770000,4.196488,"2007-09-12","APPLE"
4.958214,4.964286,4.880357,4.9,656163200,4.20722,"2007-09-13","APPLE"
4.8775,4.963571,4.864286,4.9575,607320000,4.256592,"2007-09-14","APPLE"
4.963929,5.021071,4.914286,4.943214,793371600,4.244325,"2007-09-17","APPLE"
4.966429,5.101786,4.9225,5.032857,1064089600,4.321293,"2007-09-18","APPLE"
5.107857,5.112857,4.978571,5.0275,1026880400,4.316697,"2007-09-19","APPLE"
5.005357,5.063929,4.975714,5.011071,691840800,4.302588,"2007-09-20","APPLE"
5.040714,5.166071,5.011071,5.148214,1138880400,4.42034,"2007-09-21","APPLE"
5.240357,5.351786,5.2375,5.295714,1052161600,4.546986,"2007-09-24","APPLE"
5.244286,5.472143,5.243571,5.470714,1192550800,4.697245,"2007-09-25","APPLE"
5.516786,5.535714,5.401786,5.456071,975268000,4.684671,"2007-09-26","APPLE"
5.491786,5.518571,5.44,5.517857,658198800,4.737722,"2007-09-27","APPLE"
5.48,5.521429,5.455357,5.481071,615101200,4.706138,"2007-09-28","APPLE"
5.5225,5.621786,5.461786,5.583571,837068400,4.794145,"2007-10-01","APPLE"
5.591071,5.663929,5.5675,5.658929,792069600,4.85885,"2007-10-02","APPLE"
5.635,5.685,5.6075,5.64,692518400,4.842596,"2007-10-03","APPLE"
5.642857,5.645714,5.482143,5.58,656958400,4.79108,"2007-10-04","APPLE"
5.656071,5.770714,5.632143,5.766071,943471200,4.950842,"2007-10-05","APPLE"
5.838929,5.996786,5.820357,5.996786,835928800,5.148939,"2007-10-08","APPLE"
6.078571,6.111071,5.952857,5.995,1104286400,5.147407,"2007-10-09","APPLE"
5.983929,5.995714,5.914286,5.956786,667590000,5.114594,"2007-10-10","APPLE"
6.053214,6.138571,5.471786,5.793929,1643992000,4.974763,"2007-10-11","APPLE"
5.821786,5.974286,5.778571,5.973214,988176000,5.1287,"2007-10-12","APPLE"
5.999286,6.056071,5.839286,5.963571,1077930000,5.12042,"2007-10-15","APPLE"
5.912143,6.077857,5.898214,6.056429,1067830400,5.200149,"2007-10-16","APPLE"
6.1675,6.18,6.042143,6.169643,1127613200,5.297356,"2007-10-17","APPLE"
6.125,6.221071,6.108929,6.196429,823676000,5.320355,"2007-10-18","APPLE"
6.222857,6.236786,6.071429,6.086429,1291780000,5.225907,"2007-10-19","APPLE"
6.083929,6.246429,6.07,6.227143,1649499600,5.346727,"2007-10-22","APPLE"
6.734286,6.735714,6.527143,6.648571,1795164000,5.708573,"2007-10-23","APPLE"
6.636071,6.686071,6.401429,6.640357,1288481600,5.70152,"2007-10-24","APPLE"
6.6025,6.639286,6.487857,6.527857,973602000,5.604926,"2007-10-25","APPLE"
6.6175,6.620357,6.531429,6.596429,706876800,5.663802,"2007-10-26","APPLE"
6.623214,6.663929,6.596429,6.610357,540554000,5.67576,"2007-10-29","APPLE"
6.649286,6.763214,6.5975,6.678571,939414000,5.73433,"2007-10-30","APPLE"
6.701071,6.79,6.605357,6.783929,833310800,5.824791,"2007-10-31","APPLE"
6.735714,6.789286,6.428571,6.694286,805036400,5.747825,"2007-11-01","APPLE"
6.7575,6.765714,6.553214,6.709643,1002114400,5.76101,"2007-11-02","APPLE"
6.6175,6.748571,6.58,6.649286,804176800,5.709186,"2007-11-05","APPLE"
6.680357,6.857143,6.616786,6.849643,954727200,5.881216,"2007-11-06","APPLE"
6.8075,6.881429,6.6475,6.653571,994327600,5.712865,"2007-11-07","APPLE"
6.666786,6.675,5.991786,6.266786,1890378000,5.380764,"2007-11-08","APPLE"
6.1125,6.254286,5.900357,5.906071,1526380800,5.071051,"2007-11-09","APPLE"
5.902857,5.989286,5.379643,5.491429,1769065200,4.715031,"2007-11-12","APPLE"
5.744643,6.106429,5.491429,6.07,1739446800,5.211802,"2007-11-13","APPLE"
6.327143,6.341786,5.847857,5.9325,1449168000,5.093742,"2007-11-14","APPLE"
5.9425,6.056786,5.725,5.867857,1487410400,5.038238,"2007-11-15","APPLE"
5.903571,5.965,5.690357,5.9425,1383494000,5.102329,"2007-11-16","APPLE"
5.932143,6.007143,5.789286,5.855357,1154428800,5.027506,"2007-11-19","APPLE"
5.916786,6.135357,5.840357,6.030357,1543642800,5.177763,"2007-11-20","APPLE"
5.922857,6.155357,5.881071,6.016429,1217809600,5.165805,"2007-11-21","APPLE"
6.142857,6.144643,6.0625,6.126429,465757600,5.260252,"2007-11-23","APPLE"
6.199643,6.331071,6.155357,6.162143,1305754800,5.290917,"2007-11-26","APPLE"
6.257857,6.278214,6.071786,6.243214,1317030400,5.360527,"2007-11-27","APPLE"
6.315,6.45,6.2625,6.436429,1150912000,5.526423,"2007-11-28","APPLE"
6.408214,6.613214,6.398214,6.581786,1050926800,5.651229,"2007-11-29","APPLE"
6.690714,6.703571,6.417857,6.507857,1187802000,5.587752,"2007-11-30","APPLE"
6.495,6.576429,6.346429,6.387857,961469600,5.48472,"2007-12-03","APPLE"
6.326786,6.460714,6.321071,6.421786,773799600,5.513849,"2007-12-04","APPLE"
6.531786,6.642857,6.514643,6.625,892402000,5.688334,"2007-12-05","APPLE"
6.649643,6.789286,6.647143,6.783929,899810800,5.824791,"2007-12-06","APPLE"
6.805,6.963929,6.715714,6.939286,1066066400,5.958186,"2007-12-07","APPLE"
6.913929,6.987857,6.881786,6.936071,722377600,5.955425,"2007-12-10","APPLE"
6.955357,7.029643,6.6925,6.733571,1110925200,5.781556,"2007-12-11","APPLE"
6.908571,6.945714,6.634286,6.816429,1225660800,5.852698,"2007-12-12","APPLE"
6.7925,6.861429,6.707857,6.851071,864617600,5.882443,"2007-12-13","APPLE"
6.798929,6.9,6.769286,6.799643,674312800,5.838284,"2007-12-14","APPLE"
6.811429,6.880357,6.535,6.585714,1024693600,5.654603,"2007-12-17","APPLE"
6.661429,6.690357,6.378571,6.535,1222603200,5.611058,"2007-12-18","APPLE"
6.535,6.594286,6.460714,6.54,827478400,5.615351,"2007-12-19","APPLE"
6.6225,6.708214,6.5475,6.686071,774057200,5.740771,"2007-12-20","APPLE"
6.79,6.925357,6.781786,6.925357,993960800,5.946225,"2007-12-21","APPLE"
6.965357,7.118929,6.956786,7.1,480202800,6.096177,"2007-12-24","APPLE"
7.1075,7.177143,7.029286,7.105357,703732400,6.100777,"2007-12-26","APPLE"
7.105357,7.248571,7.064286,7.091786,795527600,6.089124,"2007-12-27","APPLE"
7.163929,7.198571,7.031429,7.136786,699647200,6.127762,"2007-12-28","APPLE"
7.125,7.160714,7.0625,7.074286,539333200,6.074099,"2007-12-31","APPLE"
7.116786,7.152143,6.876786,6.958571,1079178800,5.974742,"2008-01-02","APPLE"
6.978929,7.049643,6.881786,6.961786,842066400,5.977503,"2008-01-03","APPLE"
6.8375,6.892857,6.388929,6.430357,1455832000,5.521209,"2008-01-04","APPLE"
6.473214,6.557143,6.079643,6.344286,2072193200,5.447308,"2008-01-07","APPLE"
6.433571,6.516429,6.1,6.116071,1523816000,5.251359,"2008-01-08","APPLE"
6.117857,6.410714,6.010714,6.407143,1813882000,5.501279,"2008-01-09","APPLE"
6.342143,6.464286,6.264643,6.357857,1482975200,5.45896,"2008-01-10","APPLE"
6.285714,6.351786,6.071429,6.1675,1232285600,5.295517,"2008-01-11","APPLE"
6.34,6.407857,6.256071,6.385,1100450400,5.482266,"2008-01-14","APPLE"
6.347143,6.400714,5.880714,6.037143,2343278000,5.183588,"2008-01-15","APPLE"
5.901071,6.036071,5.596429,5.701429,2213845200,4.895341,"2008-01-16","APPLE"
5.768214,5.905714,5.657857,5.746071,1757859600,4.933671,"2008-01-17","APPLE"
5.775357,5.919643,5.700357,5.762857,1724343600,4.948081,"2008-01-18","APPLE"
5.287857,5.713571,5.214286,5.558571,2434754000,4.77268,"2008-01-22","APPLE"
4.863929,5,4.505,4.966786,3372969600,4.264564,"2008-01-23","APPLE"
4.999643,5.025,4.714643,4.842857,2005866800,4.158157,"2008-01-24","APPLE"
4.963929,4.9675,4.628929,4.643214,1554739200,3.986739,"2008-01-25","APPLE"
4.577143,4.757143,4.516071,4.643214,1474844000,3.986739,"2008-01-28","APPLE"
4.683929,4.7425,4.608929,4.697857,1099982800,4.033657,"2008-01-29","APPLE"
4.691786,4.8375,4.642857,4.720714,1243051600,4.053283,"2008-01-30","APPLE"
4.623214,4.880357,4.621429,4.834286,1345674400,4.150798,"2008-01-31","APPLE"
4.865714,4.878214,4.720714,4.776786,1010744000,4.101427,"2008-02-01","APPLE"
4.793214,4.853571,4.693571,4.701786,899234000,4.037031,"2008-02-04","APPLE"
4.658214,4.785714,4.603571,4.62,1141042000,3.966809,"2008-02-05","APPLE"
4.6725,4.711429,4.348929,4.357143,1573272400,3.741114,"2008-02-06","APPLE"
4.284643,4.456429,4.188214,4.33,2083331600,3.717809,"2008-02-07","APPLE"
4.36,4.489286,4.342857,4.481429,1355972800,3.847829,"2008-02-08","APPLE"
4.571786,4.642143,4.542857,4.623214,1201432400,3.969567,"2008-02-11","APPLE"
4.667857,4.678571,4.415,4.459286,1225980000,3.828816,"2008-02-12","APPLE"
4.524286,4.635,4.486786,4.621429,968534000,3.968035,"2008-02-13","APPLE"
4.621429,4.671429,4.536071,4.552143,954097200,3.908545,"2008-02-14","APPLE"
4.509643,4.538571,4.430714,4.451071,901300400,3.821763,"2008-02-15","APPLE"
4.499643,4.526786,4.337143,4.363571,1005046000,3.746634,"2008-02-19","APPLE"
4.364286,4.45,4.345714,4.422143,967439200,3.796925,"2008-02-20","APPLE"
4.501786,4.516786,4.316429,4.340714,938114800,3.727008,"2008-02-21","APPLE"
4.374286,4.375357,4.138214,4.266429,1529878000,3.663227,"2008-02-22","APPLE"
4.235357,4.291786,4.166429,4.276429,1256774400,3.671812,"2008-02-25","APPLE"
4.201429,4.324643,4.122857,4.255357,1504888000,3.65372,"2008-02-26","APPLE"
4.2225,4.394643,4.2175,4.391429,1475138000,3.770553,"2008-02-27","APPLE"
4.542857,4.721429,4.491786,4.639643,1618254400,3.983673,"2008-02-28","APPLE"
4.6175,4.650357,4.457143,4.465,1255480800,3.833723,"2008-02-29","APPLE"
4.444286,4.499286,4.214286,4.3475,1593043200,3.732836,"2008-03-03","APPLE"
4.356786,4.46,4.3,4.450714,1785383600,3.821456,"2008-03-04","APPLE"
4.413571,4.469286,4.366071,4.446071,1221836000,3.817468,"2008-03-05","APPLE"
4.450357,4.553571,4.314643,4.318929,1473698800,3.708304,"2008-03-06","APPLE"
4.300357,4.392143,4.251786,4.366071,1230462800,3.74878,"2008-03-07","APPLE"
4.356429,4.409286,4.263214,4.274643,999588800,3.670279,"2008-03-10","APPLE"
4.432143,4.552857,4.357143,4.548214,1163943200,3.90517,"2008-03-11","APPLE"
4.537143,4.595714,4.470357,4.501071,1059629200,3.864693,"2008-03-12","APPLE"
4.432143,4.625,4.392857,4.569286,1262102800,3.923263,"2008-03-13","APPLE"
4.638571,4.653571,4.435714,4.521786,1156640800,3.882479,"2008-03-14","APPLE"
4.376786,4.5925,4.376786,4.526071,1072598800,3.886158,"2008-03-17","APPLE"
4.613571,4.75,4.595357,4.743571,1205120000,4.072909,"2008-03-18","APPLE"
4.754286,4.796071,4.631071,4.631071,1010536800,3.976313,"2008-03-19","APPLE"
4.682857,4.760357,4.613571,4.759643,908787600,4.086708,"2008-03-20","APPLE"
4.786071,5.030357,4.772857,4.983214,1066920400,4.278669,"2008-03-24","APPLE"
4.998571,5.110714,4.904643,5.035,1052391200,4.323133,"2008-03-25","APPLE"
5.031071,5.205,5.022857,5.180714,1182084400,4.448246,"2008-03-26","APPLE"
5.176786,5.189643,4.999643,5.008929,999829600,4.300749,"2008-03-27","APPLE"
5.064286,5.166071,5.057143,5.1075,714610400,4.385384,"2008-03-28","APPLE"
5.116786,5.203929,5.09,5.125,768065200,4.400409,"2008-03-31","APPLE"
5.225,5.345,5.128929,5.340357,1032567200,4.585319,"2008-04-01","APPLE"
5.313571,5.4,5.208929,5.2675,1044968400,4.522762,"2008-04-02","APPLE"
5.252143,5.486786,5.25,5.414643,1051568000,4.649101,"2008-04-03","APPLE"
5.435357,5.525357,5.383929,5.467143,854417200,4.694179,"2008-04-04","APPLE"
5.576071,5.703214,5.539643,5.5675,1158326400,4.780347,"2008-04-07","APPLE"
5.483929,5.5875,5.44,5.458571,1014294400,4.68682,"2008-04-08","APPLE"
5.475357,5.496071,5.373571,5.408571,873398400,4.643887,"2008-04-09","APPLE"
5.3975,5.550714,5.378571,5.519643,955763200,4.739255,"2008-04-10","APPLE"
5.454286,5.475,5.228571,5.255,1210076000,4.512029,"2008-04-11","APPLE"
5.241786,5.330357,5.162143,5.277857,845087600,4.531653,"2008-04-14","APPLE"
5.335714,5.347143,5.204286,5.299286,698037200,4.550053,"2008-04-15","APPLE"
5.418571,5.503571,5.379286,5.489286,795774000,4.713191,"2008-04-16","APPLE"
5.506071,5.571429,5.476786,5.5175,704267200,4.737415,"2008-04-17","APPLE"
5.682857,5.795,5.656429,5.751429,1026765600,4.938271,"2008-04-18","APPLE"
5.793214,6.017857,5.777143,6.005714,1039152800,5.156605,"2008-04-21","APPLE"
5.978571,6,5.646071,5.721429,1439572400,4.912513,"2008-04-22","APPLE"
5.858929,5.887143,5.752857,5.8175,1504190800,4.994999,"2008-04-23","APPLE"
5.905,6.070714,5.685357,6.033571,1696066400,5.180523,"2008-04-24","APPLE"
6.096429,6.110714,5.943571,6.061786,992474000,5.204749,"2008-04-25","APPLE"
6.0625,6.205357,6.040357,6.151429,787214400,5.281717,"2008-04-28","APPLE"
6.111071,6.273571,6.080357,6.251786,923476400,5.367886,"2008-04-29","APPLE"
